"index","ID","Age","Employment","Education","Marital","Occupation","Income","Gender","Deductions","Hours","IGNORE_Accounts","RISK_Adjustment","TARGET_Adjusted"
"460",3284840,27,"Private","Bachelor","Married","Professional",34754.32,"Male",0,42,"UnitedStates",0,1
"461",3286063,31,"Private","Master","Married","Professional",39564.87,"Male",0,40,"UnitedStates",5178,1
"462",3286778,17,"Private","Yr11","Absent","Service",134913.32,"Female",0,15,"UnitedStates",0,0
"463",3286874,58,"PSLocal","HSgrad","Married","Executive",33730.79,"Male",0,40,"UnitedStates",7298,1
"464",3290630,34,"Private","Master","Married","Executive",52706.14,"Male",0,40,"UnitedStates",4267,1
"465",3293552,40,"Private","College","Unmarried","Cleaner",48091.99,"Male",0,40,"UnitedStates",0,0
"466",3295173,34,"Private","HSgrad","Absent","Machinist",141339.71,"Male",0,40,"UnitedStates",0,0
"467",3303742,47,"Private","HSgrad","Absent","Clerical",16724.7,"Male",0,33,"UnitedStates",0,0
"468",3303894,26,"Private","Associate","Absent","Sales",195172.56,"Male",0,30,"UnitedStates",0,0
"469",3306149,48,"Private","HSgrad","Married","Repair",24127.47,"Male",0,40,"UnitedStates",0,0
"470",3318958,39,"Private","College","Absent","Support",217537.77,"Female",0,40,"UnitedStates",0,0
"471",3320224,56,"SelfEmp","Yr9","Married","Transport",50564.64,"Male",0,99,"UnitedStates",0,0
"472",3328158,33,"Consultant","Bachelor","Absent","Sales",69232.77,"Female",0,40,"UnitedStates",0,0
"473",3329759,35,"Consultant","HSgrad","Married","Executive",55981.64,"Male",0,60,"UnitedStates",0,0
"474",3331706,33,"PSLocal","Bachelor","Married","Protective",36228.26,"Male",0,70,"UnitedStates",0,1
"475",3334605,35,"Private","Bachelor","Married","Executive",56791.05,"Male",0,47,"UnitedStates",4386,1
"476",3337130,33,"Private","College","Absent","Service",71402.76,"Female",0,28,"UnitedStates",0,0
"477",3337202,56,"Private","Bachelor","Married","Sales",42603.57,"Male",0,40,"UnitedStates",10477,1
"478",3343487,45,"Consultant","Bachelor","Divorced","Executive",107961.84,"Male",0,50,"UnitedStates",0,0
"479",3344699,66,"Private","Bachelor","Married","Sales",33987.22,"Male",0,15,"UnitedStates",0,1
"480",3348657,46,"PSState","HSgrad","Married","Service",48807.28,"Male",0,43,"UnitedStates",2023,1
"481",3350187,23,"Private","Associate","Absent","Sales",92970.53,"Male",0,30,"UnitedStates",0,0
"482",3350526,40,"Private","Associate","Divorced","Executive",112480.86,"Male",0,40,"UnitedStates",8354,1
"483",3365008,21,"Private","HSgrad","Absent","Sales",184072.28,"Female",0,40,"UnitedStates",0,0
"484",3365455,46,"Private","HSgrad","Divorced","Executive",56889.59,"Female",0,40,"UnitedStates",0,0
"485",3375669,37,"Private","HSgrad","Absent","Clerical",19157.04,"Male",0,38,"UnitedStates",0,0
"486",3377279,58,"SelfEmp","Vocational","Married","Executive",36607.19,"Male",0,40,"UnitedStates",15024,1
"487",3379095,43,"Private","HSgrad","Divorced","Executive",66707.56,"Female",0,40,"UnitedStates",0,0
"488",3379122,28,"Private","Bachelor","Married","Clerical",81967.31,"Female",0,15,"UnitedStates",0,0
"489",3381305,40,"Private","HSgrad","Absent","Executive",116076.42,"Female",0,45,"UnitedStates",0,0
"490",3386761,67,NA,"HSgrad","Married",NA,262911.83,"Female",0,5,"UnitedStates",0,0
"491",3390698,19,"Private","HSgrad","Absent","Cleaner",183653.58,"Male",0,35,"UnitedStates",0,0
"492",3392247,68,"Private","Yr9","Married","Repair",40478.75,"Male",0,44,"UnitedStates",0,0
"493",3399879,43,"SelfEmp","Professional","Married","Executive",48852.77,"Male",0,40,"UnitedStates",99999,1
"494",3406334,31,"Consultant","HSgrad","Married","Repair",59999.6,"Male",1902,40,"UnitedStates",19875,1
"495",3408103,33,"PSState","Master","Married","Professional",28571.83,"Male",0,50,"UnitedStates",2307,1
"496",3410067,50,"Private","HSgrad","Married","Repair",59745.14,"Male",0,40,"UnitedStates",8436,1
"497",3416897,54,"Private","HSgrad","Absent","Service",129388.23,"Female",0,20,"Hungary",0,0
"498",3420408,57,"Consultant","HSgrad","Married","Executive",53313.24,"Male",0,1,"UnitedStates",0,0
"499",3428965,18,"Private","Yr11","Absent","Service",113834.61,"Female",0,20,"UnitedStates",0,0
"500",3433750,34,"Private","College","Married","Transport",57302.55,"Male",1452.66666666667,40,"UnitedStates",0,0
"501",3438153,37,"Private","HSgrad","Married","Repair",26674.21,"Male",0,40,"UnitedStates",0,0
"502",3438433,49,"PSState","Master","Married","Professional",38082.1,"Male",0,45,"UnitedStates",0,1
"503",3465197,41,"Private","HSgrad","Married","Repair",46992.2,"Male",1848,40,"UnitedStates",14122,1
"504",3468884,38,"Private","College","Divorced","Sales",94304.23,"Female",0,40,"UnitedStates",0,0
"505",3474349,35,"Private","HSgrad","Married","Clerical",22528.23,"Male",0,45,"UnitedStates",0,0
"506",3484201,35,"Private","HSgrad","Married","Cleaner",42134.13,"Male",0,40,"UnitedStates",0,0
"507",3499406,41,"Private","HSgrad","Absent","Sales",176293.81,"Female",0,40,"UnitedStates",0,0
"508",3504059,56,"Private","Bachelor","Married","Repair",17996.83,"Male",0,40,"UnitedStates",0,0
"509",3504293,30,"Private","Associate","Absent","Support",122219.74,"Female",0,40,"UnitedStates",0,0
"510",3506810,19,"Private","College","Absent","Repair",222208.64,"Male",0,40,"UnitedStates",0,0
"511",3507780,32,"Private","Bachelor","Married","Sales",66145.39,"Male",0,50,"UnitedStates",15024,1
"512",3508315,37,"Private","HSgrad","Married","Sales",38208.31,"Male",0,50,"UnitedStates",0,0
"513",3513078,44,"SelfEmp","College","Married","Repair",30138.02,"Male",0,58,"UnitedStates",12194,1
"514",3515442,44,"PSFederal","Bachelor","Married","Executive",48292.14,"Male",0,48,"UnitedStates",0,0
"515",3525618,26,"Private","Bachelor","Absent","Service",67468.36,"Male",0,30,"UnitedStates",0,0
"516",3536933,40,"Private","Yr11","Divorced","Service",136995.17,"Female",0,20,"UnitedStates",0,0
"517",3537551,41,"SelfEmp","HSgrad","Married","Repair",7933.4,"Male",0,40,"UnitedStates",0,0
"518",3543518,30,"Private","HSgrad","Married","Machinist",42654.08,"Male",0,40,"UnitedStates",0,0
"519",3547190,24,"PSFederal","Bachelor","Absent","Professional",60796.94,"Male",1160.66666666667,45,"UnitedStates",0,0
"520",3551522,25,"Private","Associate","Absent","Support",59720.41,"Male",0,30,"UnitedStates",0,0
"521",3551532,25,"Private","Bachelor","Absent","Clerical",36729.36,"Female",0,40,"UnitedStates",0,0
"522",3554427,24,"Private","College","Divorced","Clerical",117086.88,"Female",0,40,"UnitedStates",0,0
"523",3557118,42,"Private","College","Married","Sales",33975.92,"Male",0,50,"UnitedStates",3435,1
"524",3566985,18,"Private","HSgrad","Absent","Sales",109846.82,"Female",1068,20,"UnitedStates",0,0
"525",3570983,32,"Consultant","HSgrad","Married","Service",89398.02,"Female",0,5,NA,0,0
"526",3581514,34,"Private","HSgrad","Divorced","Clerical",147538.87,"Female",0,35,"UnitedStates",0,0
"527",3589428,24,"Private","Bachelor","Married","Executive",166052.52,"Female",0,45,"UnitedStates",7688,1
"528",3593313,39,"Private","Professional","Divorced","Professional",70847.77,"Male",0,70,"UnitedStates",7742,1
"529",3598597,32,"Private","College","Divorced","Professional",91745.36,"Female",0,30,"UnitedStates",0,0
"530",3605760,27,"Private","College","Absent","Clerical",44527.23,"Female",0,40,"UnitedStates",0,0
"531",3609988,25,"Private","College","Married","Clerical",177114.9,"Female",0,56,"UnitedStates",17568,1
"532",3611698,17,"Private","Yr11","Absent","Home",115060.52,"Female",0,20,"UnitedStates",0,0
"533",3613313,43,"Private","HSgrad","Widowed","Machinist",51288.14,"Female",0,60,"UnitedStates",0,0
"534",3630600,59,"Private","College","Absent","Clerical",154292.88,"Female",0,34,"UnitedStates",0,0
"535",3634964,23,"Private","College","Absent","Service",88744.88,"Male",0,40,"UnitedStates",0,0
"536",3643955,48,NA,"College","Married",NA,27415.4,"Male",0,40,NA,7217,1
"537",3647630,46,"PSLocal","Bachelor","Absent","Professional",62609.31,"Female",0,40,"UnitedStates",0,0
"538",3650188,45,"Private","Bachelor","Married","Executive",40475.97,"Male",0,50,"UnitedStates",18513,1
"539",3656868,35,"Consultant","Professional","Married","Professional",24147.69,"Male",0,50,"UnitedStates",8436,1
"540",3663663,38,"Private","College","Married","Repair",7147.78,"Male",0,40,"UnitedStates",0,0
"541",3665288,25,"Private","Bachelor","Absent","Support",189962.59,"Male",0,40,"UnitedStates",0,0
"542",3665576,55,"Private","Bachelor","Married-spouse-absent","Repair",164211.16,"Female",0,55,"Ireland",0,0
"543",3666173,22,"Private","College","Absent","Cleaner",110504.79,"Male",0,24,"Mexico",0,0
"544",3673140,44,"Private","HSgrad","Married","Transport",33651.43,"Male",0,45,"UnitedStates",0,0
"545",3673630,62,"PSLocal","HSgrad","Married","Service",40079.48,"Male",0,40,"UnitedStates",77901,1
"546",3677227,27,"SelfEmp","Bachelor","Absent","Executive",229417.24,"Female",0,40,"UnitedStates",0,0
"547",3683760,35,"Private","HSgrad","Married","Machinist",314194.62,"Female",0,40,"UnitedStates",0,0
"548",3690282,59,"PSLocal","Yr10","Married","Repair",25218.36,"Male",0,40,"UnitedStates",0,0
"549",3690485,30,"Private","College","Divorced","Professional",217277.34,"Female",0,40,"UnitedStates",0,0
"550",3692149,39,"Private","HSgrad","Absent","Sales",197192.92,"Female",0,40,"UnitedStates",0,0
"551",3707909,59,"PSLocal","Bachelor","Married","Professional",11008.39,"Male",0,50,"UnitedStates",-402,1
"552",3711802,18,"Private","Yr11","Absent","Repair",33332.11,"Male",0,5,"UnitedStates",0,0
"553",3715441,22,"Private","Vocational","Absent","Support",106734.77,"Female",0,36,"UnitedStates",0,0
"554",3716445,51,"Private","Bachelor","Unmarried","Clerical",162093.26,"Female",0,40,"UnitedStates",0,0
"555",3718723,66,"Private","HSgrad","Widowed","Sales",96057.04,"Female",0,40,"UnitedStates",5072,1
"556",3728183,49,"PSState","Master","Divorced","Professional",217874.98,"Female",0,40,"UnitedStates",7430,1
"557",3729397,32,"Private","Bachelor","Absent","Service",66932.76,"Male",0,40,"Vietnam",0,0
"558",3732203,34,"Private","College","Divorced","Clerical",299877.32,"Female",0,30,"UnitedStates",0,0
"559",3732616,33,"Private","Yr10","Married","Farming",48288.7,"Male",0,40,"UnitedStates",0,0
"560",3737260,73,"PSLocal","Yr5t6","Married","Protective",48618.95,"Male",0,20,"UnitedStates",0,0
"561",3737931,34,"Private","Bachelor","Married","Executive",45718.23,"Male",0,40,"UnitedStates",8614,1
"562",3738306,41,"Private","HSgrad","Married","Machinist",49161.35,"Male",0,40,"UnitedStates",0,0
"563",3739921,50,"PSLocal","Bachelor","Married","Protective",41471.41,"Male",0,44,"UnitedStates",6286,1
"564",3745285,35,"Private","Vocational","Absent","Service",27632.54,"Female",0,65,"UnitedStates",0,0
"565",3749148,31,"Private","Vocational","Absent","Service",81517.56,"Female",0,40,"UnitedStates",0,0
"566",3756876,66,NA,"College","Married",NA,58054.74,"Male",0,40,"UnitedStates",0,0
"567",3760426,55,"Private","Bachelor","Married","Professional",53577.25,"Male",0,40,"UnitedStates",962,1
"568",3760730,33,"Private","HSgrad","Divorced","Clerical",61991.92,"Female",0,65,"UnitedStates",0,0
"569",3760876,40,"PSFederal","HSgrad","Married","Executive",19944.35,"Male",0,40,"UnitedStates",14491,1
"570",3768487,50,"SelfEmp","College","Married","Repair",38682.78,"Male",0,70,"UnitedStates",0,0
"571",3768899,71,"Private","Bachelor","Absent","Executive",96478.26,"Female",0,14,"UnitedStates",0,0
"572",3769829,65,"Consultant","Yr9","Married","Repair",47063.94,"Male",0,45,"UnitedStates",0,0
"573",3773994,36,"Consultant","HSgrad","Unmarried","Service",96768.75,"Female",0,16,"UnitedStates",0,0
"574",3776226,49,"Private","Yr5t6","Married","Repair",49389.22,"Male",0,40,"UnitedStates",0,0
"575",3784512,41,"Private","HSgrad","Married","Machinist",35261.18,"Male",0,40,"UnitedStates",0,0
"576",3789693,35,"Private","Bachelor","Married","Sales",30242.65,"Male",0,50,"UnitedStates",0,0
"577",3797544,51,"Private","College","Married","Cleaner",65007.68,"Male",0,50,"UnitedStates",0,0
"578",3799735,83,"Private","HSgrad","Widowed","Protective",65460.8,"Male",0,55,"UnitedStates",0,0
"579",3813044,74,"Consultant","College","Married","Professional",49297.77,"Male",1098.66666666667,35,"UnitedStates",0,0
"580",3814145,66,"Private","HSgrad","Widowed","Executive",60987.96,"Female",0,25,"UnitedStates",0,0
"581",3815398,58,"SelfEmp","Vocational","Divorced","Sales",62300.23,"Male",0,56,"UnitedStates",0,0
"582",3816126,46,"PSLocal","Bachelor","Married","Protective",68490.06,"Male",0,40,"UnitedStates",0,1
"583",3825160,43,"Private","Master","Married","Executive",42120.31,"Male",0,45,"UnitedStates",11296,1
"584",3828470,41,"Private","HSgrad","Married","Executive",32833.32,"Male",0,40,"UnitedStates",10133,1
"585",3834978,32,"Private","College","Married","Transport",16792.08,"Male",0,60,"UnitedStates",0,0
"586",3835253,28,"Private","Bachelor","Married","Executive",481259.5,"Female",0,40,"UnitedStates",6264,1
"587",3838839,40,"Private","Yr11","Unmarried","Machinist",146014.32,"Male",0,36,"UnitedStates",0,0
"588",3843522,27,"Private","HSgrad","Absent","Executive",46349.41,"Female",0,50,"UnitedStates",0,0
"589",3849256,48,"PSFederal","Bachelor","Divorced","Executive",51903.79,"Male",0,45,"UnitedStates",0,0
"590",3860630,38,"PSLocal","HSgrad","Married","Transport",25752.21,"Male",0,40,"UnitedStates",0,0
"591",3868402,42,"PSLocal","Bachelor","Absent","Clerical",20216.99,"Female",0,40,"UnitedStates",99999,1
"592",3868667,21,"Private","College","Absent","Service",106813.49,"Male",0,32,"UnitedStates",0,0
"593",3878358,25,"Private","Bachelor","Absent","Sales",169922,"Female",0,40,"UnitedStates",0,0
"594",3879389,47,"Private","HSgrad","Divorced","Service",196408.98,"Female",0,40,"UnitedStates",0,0
"595",3879597,46,"Private","Bachelor","Married","Executive",46716.6,"Male",0,40,"UnitedStates",7277,1
"596",3880157,35,"Private","HSgrad","Divorced","Service",284810.56,"Female",0,40,"UnitedStates",0,0
"597",3883555,46,"Private","Bachelor","Divorced","Machinist",121294.18,"Male",1060,40,NA,0,0
"598",3887128,25,"Private","Yr10","Absent","Transport",69059.63,"Male",0,50,"UnitedStates",0,0
"599",3889233,37,"PSFederal","HSgrad","Married","Clerical",25092.81,"Male",0,40,"UnitedStates",0,0
"600",3891021,20,"Private","College","Absent","Sales",128364.91,"Male",0,20,"UnitedStates",0,0
"601",3899456,21,"Private","HSgrad","Absent","Machinist",11131.23,"Male",0,40,"UnitedStates",0,0
"602",3906193,47,"Private","Vocational","Absent","Service",80477.09,"Male",0,40,"UnitedStates",0,0
"603",3910335,23,"Private","HSgrad","Married","Executive",5950.03,"Male",0,54,"UnitedStates",0,0
"604",3916990,23,"PSLocal","Yr11","Married","Cleaner",55206.8,"Male",0,40,"UnitedStates",0,0
"605",3925858,66,"Private","HSgrad","Widowed","Sales",169192.1,"Female",0,35,"UnitedStates",0,0
"606",3928183,42,"PSState","Master","Divorced","Executive",31457.77,"Male",0,45,"UnitedStates",0,0
"607",3933649,24,"Private","Bachelor","Absent","Sales",112617.59,"Male",0,40,"UnitedStates",0,0
"608",3939014,46,"Private","Vocational","Divorced","Support",144181.15,"Female",416.666666666667,40,"UnitedStates",0,0
"609",3940771,67,"Private","HSgrad","Unmarried","Machinist",79554.22,"Female",0,40,"UnitedStates",0,0
"610",3943580,28,"PSLocal","College","Absent","Clerical",44411.01,"Female",0,16,"UnitedStates",0,0
"611",3947669,48,"PSState","Master","Married","Professional",27311.61,"Male",0,40,"UnitedStates",15024,1
"612",3951796,42,"SelfEmp","Bachelor","Married","Clerical",216373,"Female",0,35,NA,0,0
"613",3952457,48,"Private","HSgrad","Married","Cleaner",235077.88,"Female",0,40,"UnitedStates",0,0
"614",3956755,18,"Private","Yr11","Absent","Service",55889.47,"Male",0,8,"UnitedStates",0,0
"615",3958097,65,"Private","College","Widowed","Sales",134361.82,"Female",0,45,"UnitedStates",0,0
"616",3959980,53,"Private","College","Married","Executive",30441.04,"Male",0,45,"UnitedStates",5319,1
"617",3964056,52,"Private","College","Married","Support",36457.74,"Male",0,40,"UnitedStates",431,1
"618",3967161,48,"Private","Master","Absent","Executive",15481.2,"Male",0,40,"UnitedStates",0,0
"619",3968001,38,"Private","Bachelor","Married","Professional",41845.12,"Male",0,70,"UnitedStates",15024,1
"620",3968461,51,NA,"Vocational","Married",NA,39195.94,"Male",0,50,"UnitedStates",3997,1
"621",3973347,20,"Private","HSgrad","Unmarried","Machinist",176485.25,"Male",0,40,"UnitedStates",0,0
"622",3974938,57,"Private","HSgrad","Widowed","Transport",164663.6,"Male",0,50,"UnitedStates",0,0
"623",3977867,26,"Private","College","Absent","Clerical",92535.68,"Female",0,45,"UnitedStates",0,0
"624",3978887,44,"Private","Vocational","Married","Executive",6133.38,"Male",0,40,"UnitedStates",0,0
"625",3980226,31,"Private","College","Unmarried","Cleaner",88116.45,"Male",0,40,"UnitedStates",0,0
"626",3980453,57,"Private","Yr5t6","Married","Service",42522.57,"Male",0,40,"Italy",0,0
"627",3982518,24,"PSFederal","HSgrad","Absent","Clerical",106167.56,"Female",1316,40,"UnitedStates",0,0
"628",3986603,69,"Private","Yr5t6","Married","Machinist",43192.7,"Male",1511.33333333333,40,"UnitedStates",0,0
"629",3986945,51,"Consultant","HSgrad","Married","Farming",40491.55,"Male",0,55,"UnitedStates",0,0
"630",3989269,27,"Private","Yr10","Married","Cleaner",43757.41,"Male",0,40,"UnitedStates",0,0
"631",3990972,28,"Private","Yr9","Married","Machinist",239217.93,"Female",0,40,"UnitedStates",0,0
"632",3994144,61,"Private","Bachelor","Married","Sales",50401.28,"Male",0,50,"UnitedStates",1689,1
"633",4002338,30,"Private","College","Married","Machinist",15097.86,"Male",0,40,"UnitedStates",11395,1
"634",4007994,25,"Private","Bachelor","Absent","Support",244248.76,"Male",0,40,"UnitedStates",0,0
"635",4022245,59,"PSLocal","Vocational","Divorced","Clerical",104006.41,"Female",0,40,"UnitedStates",0,0
"636",4024137,37,"Private","Yr5t6","Married","Service",60542.61,"Male",0,40,NA,0,0
"637",4026717,26,"Private","HSgrad","Divorced","Clerical",81147.27,"Female",0,40,"UnitedStates",0,0
"638",4030547,41,"Consultant","College","Unmarried","Repair",66294.52,"Male",0,40,"UnitedStates",0,0
"639",4031109,51,"Private","Bachelor","Absent","Sales",41358.63,"Female",1564,43,"UnitedStates",3162,1
"640",4031521,27,"Private","Yr7t8","Divorced","Machinist",172504.15,"Male",649.333333333333,40,"UnitedStates",0,0
"641",4040042,37,"Private","College","Married","Repair",22745.9,"Male",0,35,"UnitedStates",0,0
"642",4040192,28,"Private","Yr10","Married-spouse-absent","Repair",218597.45,"Male",0,40,"Mexico",0,0
"643",4045606,43,"Private","HSgrad","Absent","Professional",117813.86,"Male",0,40,"UnitedStates",0,0
"644",4046918,38,"Private","Associate","Divorced","Executive",66415.75,"Female",0,40,"UnitedStates",0,0
"645",4047327,43,"SelfEmp","College","Married","Executive",34585.86,"Male",0,70,"UnitedStates",0,1
"646",4048711,45,"Private","HSgrad","Absent","Cleaner",54610.25,"Female",0,40,"UnitedStates",0,0
"647",4050489,32,"Private","HSgrad","Absent","Farming",132527.18,"Male",0,40,"UnitedStates",0,0
"648",4051301,21,"Private","College","Absent","Clerical",47414.35,"Female",0,25,"UnitedStates",0,0
"649",4051568,32,NA,"College","Married",NA,40288.08,"Male",0,40,"UnitedStates",0,0
"650",4061361,31,"Private","College","Absent","Sales",71579.7,"Male",0,45,"UnitedStates",0,0
"651",4083366,30,"SelfEmp","HSgrad","Married","Cleaner",43547.15,"Male",0,60,"UnitedStates",0,0
"652",4094530,44,"Consultant","Master","Absent","Farming",189456.13,"Male",0,99,"UnitedStates",0,0
"653",4096413,18,"Private","Yr7t8","Absent","Sales",127464.3,"Male",0,30,"Mexico",0,0
"654",4099987,60,"Consultant","Master","Divorced","Professional",261687.89,"Female",0,10,"UnitedStates",0,0
"655",4107842,49,"PSFederal","College","Married","Repair",48438.96,"Male",0,40,"UnitedStates",0,0
"656",4108367,22,"Private","HSgrad","Married","Repair",65813.54,"Male",0,35,"UnitedStates",0,0
"657",4116733,47,"Private","HSgrad","Married","Clerical",201977.13,"Female",0,20,"UnitedStates",-1453,1
"658",4121006,54,"Private","HSgrad","Absent","Professional",82291.28,"Male",0,40,"UnitedStates",0,0
"659",4127963,30,"Private","Master","Absent","Professional",95314.79,"Male",0,40,"Ireland",0,0
"660",4128362,24,"Consultant","College","Unmarried","Cleaner",70069.45,"Male",0,45,"UnitedStates",0,0
"661",4136703,43,"Private","Yr10","Married","Transport",32075.56,"Male",0,40,"Yugoslavia",0,0
"662",4151098,41,"Private","Bachelor","Divorced","Executive",68034.9,"Female",0,55,"UnitedStates",0,0
"663",4153176,57,"Private","Master","Married","Executive",26521.5,"Male",1977,40,"UnitedStates",7330,1
"664",4160657,24,"Private","College","Absent","Cleaner",139763.94,"Male",0,24,"UnitedStates",0,0
"665",4168195,24,"Private","HSgrad","Absent","Service",47686.85,"Male",0,40,"UnitedStates",0,0
"666",4172373,36,"Private","HSgrad","Married","Transport",44957.03,"Male",0,50,"UnitedStates",0,0
"667",4181716,25,"Private","HSgrad","Unmarried","Protective",70116.88,"Male",0,40,"UnitedStates",0,0
"668",4188390,40,"Private","HSgrad","Divorced","Service",76714.87,"Male",0,40,"UnitedStates",0,0
"669",4188956,27,"Private","HSgrad","Divorced","Clerical",278897.99,"Female",0,40,"UnitedStates",0,0
"670",4202636,30,"Private","HSgrad","Married","Executive",144481.36,"Female",0,40,"UnitedStates",0,0
"671",4204164,44,"Private","Bachelor","Married","Professional",60405.43,"Male",1902,50,"UnitedStates",4164,1
"672",4204648,31,"Private","HSgrad","Divorced","Clerical",225049.48,"Female",0,38,"UnitedStates",0,0
"673",4206069,18,"Private","Yr11","Absent","Service",65037.68,"Male",0,20,"UnitedStates",0,0
"674",4209493,39,"Private","HSgrad","Absent","Repair",45401.02,"Male",1564,50,"UnitedStates",6173,1
"675",4210604,55,"Private","Master","Married","Executive",32999.58,"Male",1977,60,"UnitedStates",8200,1
"676",4219509,41,NA,"HSgrad","Absent",NA,82889.32,"Female",0,30,"UnitedStates",0,0
"677",4228062,24,"Private","HSgrad","Absent","Sales",69457.59,"Female",0,48,"UnitedStates",0,0
"678",4228263,46,"Private","HSgrad","Absent","Repair",77205.17,"Female",0,48,"UnitedStates",0,0
"679",4232024,45,"Private","Master","Married","Executive",34120.79,"Male",0,40,"UnitedStates",17463,1
"680",4233732,62,"PSState","Master","Married","Professional",27452.47,"Male",0,60,"UnitedStates",11827,1
"681",4236873,36,"Private","Yr10","Married","Repair",29073.78,"Male",0,40,"UnitedStates",0,0
"682",4238405,25,"SelfEmp","Associate","Absent","Sales",13254.73,"Male",0,60,"UnitedStates",0,0
"683",4254629,42,"Private","HSgrad","Married","Machinist",135665.63,"Female",0,40,"UnitedStates",0,0
"684",4270526,19,NA,"HSgrad","Absent",NA,171533.02,"Male",0,40,"UnitedStates",0,0
"685",4287796,38,"Private","College","Absent","Sales",193681.15,"Female",0,50,"UnitedStates",0,0
"686",4292213,26,"Private","College","Absent","Clerical",195976.31,"Male",0,20,"UnitedStates",0,0
"687",4312533,22,NA,"College","Absent",NA,53409.99,"Female",0,12,"Thailand",0,0
"688",4315172,27,NA,"Bachelor","Married-spouse-absent",NA,33897.08,"Male",0,50,NA,0,0
"689",4330936,28,"Private","Yr7t8","Absent","Clerical",114956.87,"Male",0,40,"Portugal",0,0
"690",4336652,37,"Private","HSgrad","Married","Transport",23972.13,"Male",0,40,"UnitedStates",0,0
"691",4339452,21,"Private","College","Absent","Sales",164461.64,"Male",0,43,"UnitedStates",0,0
"692",4341192,38,"Private","Bachelor","Married","Executive",31609.41,"Male",0,40,"UnitedStates",8872,1
"693",4345343,74,NA,"College","Widowed",NA,60529.25,"Female",0,3,"UnitedStates",0,0
"694",4345440,59,"PSLocal","HSgrad","Widowed","Farming",110146.06,"Male",1559.33333333333,40,"UnitedStates",0,0
"695",4348527,45,"Private","Doctorate","Married","Professional",25651.97,"Male",0,50,"UnitedStates",0,1
"696",4349170,39,"Private","Associate","Widowed","Clerical",5226.03,"Female",0,45,"UnitedStates",0,0
"697",4350090,23,"Private","Bachelor","Absent","Cleaner",120980.4,"Male",0,40,"UnitedStates",0,0
"698",4355587,29,"Private","HSgrad","Married","Farming",48301.94,"Male",0,60,"UnitedStates",0,0
"699",4356425,44,"Private","Vocational","Married","Executive",9528.22,"Male",0,40,"UnitedStates",0,0
"700",4373718,38,"Consultant","College","Absent","Service",23291.16,"Female",0,20,"UnitedStates",0,0
"701",4380645,29,"Private","College","Unmarried","Home",97217.72,"Female",0,30,"Guatemala",0,0
"702",4384924,21,"Private","Yr11","Absent","Professional",70125.29,"Female",0,24,"UnitedStates",0,0
"703",4385915,24,"Private","HSgrad","Married","Sales",11616.92,"Male",0,50,"UnitedStates",0,0
"704",4387401,40,"SelfEmp","Master","Married","Sales",48443.01,"Male",0,70,"UnitedStates",4385,1
"705",4390758,38,"Private","HSgrad","Divorced","Repair",148170.22,"Male",0,40,"UnitedStates",0,0
"706",4391305,38,"PSLocal","HSgrad","Absent","Transport",38001.7,"Male",0,40,"UnitedStates",0,0
"707",4396587,24,"Private","HSgrad","Absent","Sales",2378.63,"Male",0,38,"UnitedStates",0,0
"708",4398573,46,"SelfEmp","College","Married","Sales",50055.68,"Male",0,60,"UnitedStates",10503,1
"709",4399029,23,"Private","HSgrad","Absent","Transport",153876.57,"Male",0,40,"UnitedStates",0,0
"710",4399044,58,"Private","Yr1t4","Married","Farming",3150,"Male",0,40,"UnitedStates",0,0
"711",4404017,34,"Private","College","Married","Service",36792.25,"Male",0,62,"Mexico",0,0
"712",4406299,51,"Private","Master","Absent","Professional",90090.03,"Male",0,40,"UnitedStates",27828,1
"713",4411529,40,"Private","Yr9","Absent","Repair",90825.33,"Male",0,49,"UnitedStates",0,0
"714",4412566,19,"Private","Yr10","Absent","Service",56946.06,"Female",0,20,"UnitedStates",0,0
"715",4413601,38,"Private","HSgrad","Married","Executive",30927.17,"Male",0,40,"UnitedStates",4327,1
"716",4417625,35,"Private","Bachelor","Married","Service",26682.44,"Male",0,20,"UnitedStates",7688,1
"717",4423809,41,"Private","Associate","Married","Repair",35224.3,"Male",0,60,"UnitedStates",4090,1
"718",4425483,23,"Private","Yr11","Married","Cleaner",20261.1,"Male",0,40,"Mexico",0,0
"719",4425639,49,"Private","Yr7t8","Married","Machinist",24076.66,"Male",0,48,"UnitedStates",0,0
"720",4429760,36,"Private","HSgrad","Widowed","Cleaner",178082.65,"Female",0,30,"UnitedStates",0,0
"721",4449415,20,"Private","College","Absent","Service",117717.61,"Male",0,40,"UnitedStates",0,0
"722",4449560,35,"SelfEmp","College","Married","Sales",11328.85,"Male",0,60,"UnitedStates",8568,1
"723",4451001,37,"PSState","Bachelor","Absent","Clerical",67520.29,"Male",0,38,"UnitedStates",0,0
"724",4460483,29,"PSLocal","Master","Absent","Professional",117495.98,"Male",0,40,"Taiwan",0,0
"725",4467852,26,"Private","College","Absent","Executive",83863.35,"Female",0,40,"UnitedStates",0,0
"726",4475711,38,"Consultant","HSgrad","Married","Sales",35520.73,"Male",0,64,"UnitedStates",0,0
"727",4477040,27,"Private","Professional","Married","Professional",393393.42,"Female",0,50,"UnitedStates",791,1
"728",4480150,36,"Private","HSgrad","Married","Executive",52940.73,"Male",0,40,"UnitedStates",0,0
"729",4482559,40,"PSFederal","Master","Absent","Professional",89901.16,"Male",0,40,"UnitedStates",0,0
